source,row_number,issue_code,severity,details,incident_type_raw,incident_description,risk_level_raw,risk_percentage_raw,priority_raw
main,3579,RISK_LEVEL_MISMATCH,high,"Risk 98.0 implies Critical, but row has High.",Physical Abuse,Ang step-father ng anak ko ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay kaninang tanghaling tapat kasi lasing na lasing siya.,High,98,P2
main,3579,PRIORITY_MISMATCH,high,"Risk 98.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang step-father ng anak ko ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay kaninang tanghaling tapat kasi lasing na lasing siya.,High,98,P2
main,3580,RISK_LEVEL_MISMATCH,high,"Risk 82.0 implies Critical, but row has High.",Elder Abuse,Yung asawa kong lasinggero ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kwarto ng mga bata kahapon ng hapon dahil sa hinala niyang may iba ako.,High,82,P2
main,3580,PRIORITY_MISMATCH,high,"Risk 82.0 implies First Priority (P1), but row has Second Priority (P2).",Elder Abuse,Yung asawa kong lasinggero ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kwarto ng mga bata kahapon ng hapon dahil sa hinala niyang may iba ako.,High,82,P2
main,3584,RISK_LEVEL_MISMATCH,high,"Risk 79.0 implies High, but row has Critical.",Economic Abuse,Ang kuya ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,Critical,79,P1
main,3584,PRIORITY_MISMATCH,high,"Risk 79.0 implies Second Priority (P2), but row has First Priority (P1).",Economic Abuse,Ang kuya ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,Critical,79,P1
main,3586,RISK_LEVEL_MISMATCH,high,"Risk 86.0 implies Critical, but row has High.",Physical Abuse,Ang biyenan kong malupit ay binato ako ng kord ng kuryente nang ubod ng lakas sa garahe kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,High,86,P2
main,3586,PRIORITY_MISMATCH,high,"Risk 86.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang biyenan kong malupit ay binato ako ng kord ng kuryente nang ubod ng lakas sa garahe kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,High,86,P2
main,3586,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay binato ako ng kord ng kuryente nang ubod ng lakas sa garahe kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,High,86,P2
main,3587,RISK_LEVEL_MISMATCH,high,"Risk 93.0 implies Critical, but row has High.",Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe noong kasagsagan ng ulan kasi humingi ako ng pambili ng gamot.,High,93,P2
main,3587,PRIORITY_MISMATCH,high,"Risk 93.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe noong kasagsagan ng ulan kasi humingi ako ng pambili ng gamot.,High,93,P2
main,3588,RISK_LEVEL_MISMATCH,high,"Risk 85.0 implies Critical, but row has High.",Elder Abuse,Ang biyenan kong malupit ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay noong araw ng sweldo kasi wala daw kaming maiulam.,High,85,P2
main,3588,PRIORITY_MISMATCH,high,"Risk 85.0 implies First Priority (P1), but row has Second Priority (P2).",Elder Abuse,Ang biyenan kong malupit ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay noong araw ng sweldo kasi wala daw kaming maiulam.,High,85,P2
main,3589,RISK_LEVEL_MISMATCH,high,"Risk 93.0 implies Critical, but row has High.",Physical + Psychological Abuse,Ang lolo ng mga bata ay biglang hinampas ang ulo ko ng makapal na libro sa kwarto ng mga bata kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,High,93,P2
main,3589,PRIORITY_MISMATCH,high,"Risk 93.0 implies First Priority (P1), but row has Second Priority (P2).",Physical + Psychological Abuse,Ang lolo ng mga bata ay biglang hinampas ang ulo ko ng makapal na libro sa kwarto ng mga bata kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,High,93,P2
main,3590,RISK_LEVEL_MISMATCH,high,"Risk 79.0 implies High, but row has Critical.",Physical Abuse,Yung asawa kong lasinggero ay tinulak ako pababa mula sa ikalawang palapag sa may hagdanan kaninang tanghaling tapat dahil hindi ko naibigay ang password ng cellphone ko.,Critical,79,P1
main,3590,PRIORITY_MISMATCH,high,"Risk 79.0 implies Second Priority (P2), but row has First Priority (P1).",Physical Abuse,Yung asawa kong lasinggero ay tinulak ako pababa mula sa ikalawang palapag sa may hagdanan kaninang tanghaling tapat dahil hindi ko naibigay ang password ng cellphone ko.,Critical,79,P1
main,3591,RISK_LEVEL_MISMATCH,high,"Risk 95.0 implies Critical, but row has High.",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa likod ng bahay kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,95,P2
main,3591,PRIORITY_MISMATCH,high,"Risk 95.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa likod ng bahay kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,95,P2
main,3593,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa harap ng sari-sari store habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,Critical,87,P1
main,3594,RISK_LEVEL_MISMATCH,high,"Risk 83.0 implies Critical, but row has High.",Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,83,P2
main,3594,PRIORITY_MISMATCH,high,"Risk 83.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,83,P2
main,3595,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay tinulak ako pababa mula sa ikalawang palapag sa harap ng sari-sari store noong araw ng sweldo kasi wala daw kaming maiulam.,Critical,92,P1
main,3596,RISK_LEVEL_MISMATCH,high,"Risk 92.0 implies Critical, but row has High.",Physical Abuse,Ang kinakasama ko ay binato ako ng payong nang ubod ng lakas sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,High,92,P2
main,3596,PRIORITY_MISMATCH,high,"Risk 92.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kinakasama ko ay binato ako ng payong nang ubod ng lakas sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,High,92,P2
main,3597,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Neglect / Acts of Omission,Ang lolo ng mga bata ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Critical,78,P1
main,3597,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Ang lolo ng mga bata ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Critical,78,P1
main,3598,RISK_LEVEL_MISMATCH,high,"Risk 89.0 implies Critical, but row has High.",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,High,89,P2
main,3598,PRIORITY_MISMATCH,high,"Risk 89.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,High,89,P2
main,3599,RISK_LEVEL_MISMATCH,high,"Risk 92.0 implies Critical, but row has High.",Physical Abuse,Ang kinakasama ko ay sinakal ako hanggang sa mawalan ako ng hininga sa may hagdanan kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,High,92,P2
main,3599,PRIORITY_MISMATCH,high,"Risk 92.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kinakasama ko ay sinakal ako hanggang sa mawalan ako ng hininga sa may hagdanan kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,High,92,P2
main,3600,RISK_LEVEL_MISMATCH,high,"Risk 75.0 implies High, but row has Critical.",Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo kahapon ng hapon kasi humingi ako ng pambili ng gamot.,Critical,75,P1
main,3600,PRIORITY_MISMATCH,high,"Risk 75.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo kahapon ng hapon kasi humingi ako ng pambili ng gamot.,Critical,75,P1
main,3600,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo kahapon ng hapon kasi humingi ako ng pambili ng gamot.,Critical,75,P1
main,3601,RISK_LEVEL_MISMATCH,high,"Risk 93.0 implies Critical, but row has High.",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,93,P2
main,3601,PRIORITY_MISMATCH,high,"Risk 93.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,93,P2
main,3602,RISK_LEVEL_MISMATCH,high,"Risk 82.0 implies Critical, but row has High.",Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,High,82,P2
main,3602,PRIORITY_MISMATCH,high,"Risk 82.0 implies First Priority (P1), but row has Second Priority (P2).",Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,High,82,P2
main,3603,RISK_LEVEL_MISMATCH,high,"Risk 80.0 implies Critical, but row has High.",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa likod ng bahay kahapon ng hapon kasi lasing na lasing siya.,High,80,P2
main,3603,PRIORITY_MISMATCH,high,"Risk 80.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa likod ng bahay kahapon ng hapon kasi lasing na lasing siya.,High,80,P2
main,3604,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay tinutukan ako ng basag na bote at sinabing papatayin ako sa harap ng sari-sari store kaninang umaga bago pumasok kasi humingi ako ng pambili ng gamot.,Critical,87,P1
main,3605,RISK_LEVEL_MISMATCH,high,"Risk 99.0 implies Critical, but row has High.",Physical Abuse,Ang kinakasama ko ay binato ako ng makapal na libro nang ubod ng lakas sa gitna ng kalsada kagabi bago matulog kasi wala daw kaming maiulam.,High,99,P2
main,3605,PRIORITY_MISMATCH,high,"Risk 99.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kinakasama ko ay binato ako ng makapal na libro nang ubod ng lakas sa gitna ng kalsada kagabi bago matulog kasi wala daw kaming maiulam.,High,99,P2
main,3606,RISK_LEVEL_MISMATCH,high,"Risk 77.0 implies High, but row has Critical.",Economic Abuse,Yung tiyuhin naming nakikitira ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Critical,77,P1
main,3606,PRIORITY_MISMATCH,high,"Risk 77.0 implies Second Priority (P2), but row has First Priority (P1).",Economic Abuse,Yung tiyuhin naming nakikitira ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Critical,77,P1
main,3608,RISK_LEVEL_MISMATCH,high,"Risk 98.0 implies Critical, but row has High.",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa harap ng sari-sari store kaninang tanghaling tapat dahil pinagsabihan ko siyang maghanap ng trabaho.,High,98,P2
main,3608,PRIORITY_MISMATCH,high,"Risk 98.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa harap ng sari-sari store kaninang tanghaling tapat dahil pinagsabihan ko siyang maghanap ng trabaho.,High,98,P2
main,3610,RISK_LEVEL_MISMATCH,high,"Risk 96.0 implies Critical, but row has High.",Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa likod ng bahay kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,High,96,P2
main,3610,PRIORITY_MISMATCH,high,"Risk 96.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa likod ng bahay kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,High,96,P2
main,3612,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Physical Abuse,Yung landlord naming nanghaharass ay tinulak ako pababa mula sa ikalawang palapag sa kusina habang nagluluto kaninang tanghaling tapat kasi lasing na lasing siya.,Critical,78,P1
main,3612,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Physical Abuse,Yung landlord naming nanghaharass ay tinulak ako pababa mula sa ikalawang palapag sa kusina habang nagluluto kaninang tanghaling tapat kasi lasing na lasing siya.,Critical,78,P1
main,3612,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Yung landlord naming nanghaharass ay tinulak ako pababa mula sa ikalawang palapag sa kusina habang nagluluto kaninang tanghaling tapat kasi lasing na lasing siya.,Critical,78,P1
main,3613,RISK_LEVEL_MISMATCH,high,"Risk 76.0 implies High, but row has Critical.",Elder Abuse,Yung asawa kong lasinggero ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,Critical,76,P1
main,3613,PRIORITY_MISMATCH,high,"Risk 76.0 implies Second Priority (P2), but row has First Priority (P1).",Elder Abuse,Yung asawa kong lasinggero ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,Critical,76,P1
main,3614,RISK_LEVEL_MISMATCH,high,"Risk 97.0 implies Critical, but row has High.",Physical Abuse,Ang kinakasama ko ay binato ako ng payong nang ubod ng lakas sa tapat ng kapitbahay kaninang umaga bago pumasok dahil natalo siya sa sugal.,High,97,P2
main,3614,PRIORITY_MISMATCH,high,"Risk 97.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kinakasama ko ay binato ako ng payong nang ubod ng lakas sa tapat ng kapitbahay kaninang umaga bago pumasok dahil natalo siya sa sugal.,High,97,P2
main,3617,RISK_LEVEL_MISMATCH,high,"Risk 80.0 implies Critical, but row has High.",Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa gitna ng kalsada kagabi bago matulog dahil hindi ko naibigay ang password ng cellphone ko.,High,80,P2
main,3617,PRIORITY_MISMATCH,high,"Risk 80.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa gitna ng kalsada kagabi bago matulog dahil hindi ko naibigay ang password ng cellphone ko.,High,80,P2
main,3618,RISK_LEVEL_MISMATCH,high,"Risk 85.0 implies Critical, but row has High.",Physical Abuse,Ang biyenan kong malupit ay binato ako ng martilyo nang ubod ng lakas sa may hagdanan habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,High,85,P2
main,3618,PRIORITY_MISMATCH,high,"Risk 85.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang biyenan kong malupit ay binato ako ng martilyo nang ubod ng lakas sa may hagdanan habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,High,85,P2
main,3618,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay binato ako ng martilyo nang ubod ng lakas sa may hagdanan habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,High,85,P2
main,3621,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Yung landlord naming nanghaharass ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Critical,98,P1
main,3624,RISK_LEVEL_MISMATCH,high,"Risk 79.0 implies High, but row has Critical.",Physical Abuse,Ang lolo ng mga bata ay tinulak ako pababa mula sa ikalawang palapag sa garahe habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Critical,79,P1
main,3624,PRIORITY_MISMATCH,high,"Risk 79.0 implies Second Priority (P2), but row has First Priority (P1).",Physical Abuse,Ang lolo ng mga bata ay tinulak ako pababa mula sa ikalawang palapag sa garahe habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Critical,79,P1
main,3625,RISK_LEVEL_MISMATCH,high,"Risk 84.0 implies Critical, but row has High.",Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo kahapon ng hapon kasi humingi ako ng pambili ng gamot.,High,84,P2
main,3625,PRIORITY_MISMATCH,high,"Risk 84.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo kahapon ng hapon kasi humingi ako ng pambili ng gamot.,High,84,P2
main,3625,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo kahapon ng hapon kasi humingi ako ng pambili ng gamot.,High,84,P2
main,3626,RISK_LEVEL_MISMATCH,high,"Risk 81.0 implies Critical, but row has High.",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,High,81,P2
main,3626,PRIORITY_MISMATCH,high,"Risk 81.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,High,81,P2
main,3627,RISK_LEVEL_MISMATCH,high,"Risk 76.0 implies High, but row has Critical.",Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan kagabi bago matulog kasi wala daw kaming maiulam.,Critical,76,P1
main,3627,PRIORITY_MISMATCH,high,"Risk 76.0 implies Second Priority (P2), but row has First Priority (P1).",Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan kagabi bago matulog kasi wala daw kaming maiulam.,Critical,76,P1
main,3628,RISK_LEVEL_MISMATCH,high,"Risk 82.0 implies Critical, but row has High.",Economic Abuse,Ang step-father ng anak ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,82,P2
main,3628,PRIORITY_MISMATCH,high,"Risk 82.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Ang step-father ng anak ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,82,P2
main,3629,RISK_LEVEL_MISMATCH,high,"Risk 99.0 implies Critical, but row has High.",Physical Abuse,Ang kinakasama ko ay biglang hinampas ang ulo ko ng gunting sa likod ng bahay noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,High,99,P2
main,3629,PRIORITY_MISMATCH,high,"Risk 99.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kinakasama ko ay biglang hinampas ang ulo ko ng gunting sa likod ng bahay noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,High,99,P2
main,3630,RISK_LEVEL_MISMATCH,high,"Risk 76.0 implies High, but row has Critical.",Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Critical,76,P1
main,3630,PRIORITY_MISMATCH,high,"Risk 76.0 implies Second Priority (P2), but row has First Priority (P1).",Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Critical,76,P1
main,3632,RISK_LEVEL_MISMATCH,high,"Risk 76.0 implies High, but row has Critical.",Physical + Psychological Abuse,Ang lolo ng mga bata ay binato ako ng kutsilyo nang ubod ng lakas sa garahe noong kasagsagan ng ulan dahil sa hinala niyang may iba ako.,Critical,76,P1
main,3632,PRIORITY_MISMATCH,high,"Risk 76.0 implies Second Priority (P2), but row has First Priority (P1).",Physical + Psychological Abuse,Ang lolo ng mga bata ay binato ako ng kutsilyo nang ubod ng lakas sa garahe noong kasagsagan ng ulan dahil sa hinala niyang may iba ako.,Critical,76,P1
main,3633,RISK_LEVEL_MISMATCH,high,"Risk 95.0 implies Critical, but row has High.",Physical Abuse,Ang kinakasama ko ay tinutukan ako ng walis tambo at sinabing papatayin ako sa may hagdanan kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,95,P2
main,3633,PRIORITY_MISMATCH,high,"Risk 95.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kinakasama ko ay tinutukan ako ng walis tambo at sinabing papatayin ako sa may hagdanan kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,95,P2
main,3634,RISK_LEVEL_MISMATCH,high,"Risk 76.0 implies High, but row has Critical.",Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo noong kasagsagan ng ulan dahil natalo siya sa sugal.,Critical,76,P1
main,3634,PRIORITY_MISMATCH,high,"Risk 76.0 implies Second Priority (P2), but row has First Priority (P1).",Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo noong kasagsagan ng ulan dahil natalo siya sa sugal.,Critical,76,P1
main,3635,RISK_LEVEL_MISMATCH,high,"Risk 90.0 implies Critical, but row has High.",Psychological Abuse,Ang kuya ko ay pinunit ang mga damit ko at pinalayas ako sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,90,P2
main,3635,PRIORITY_MISMATCH,high,"Risk 90.0 implies First Priority (P1), but row has Second Priority (P2).",Psychological Abuse,Ang kuya ko ay pinunit ang mga damit ko at pinalayas ako sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,90,P2
main,3636,RISK_LEVEL_MISMATCH,high,"Risk 85.0 implies Critical, but row has High.",Physical Abuse,Ang biyenan kong malupit ay tinulak ako pababa mula sa ikalawang palapag sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,High,85,P2
main,3636,PRIORITY_MISMATCH,high,"Risk 85.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang biyenan kong malupit ay tinulak ako pababa mula sa ikalawang palapag sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,High,85,P2
main,3636,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay tinulak ako pababa mula sa ikalawang palapag sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,High,85,P2
main,3640,RISK_LEVEL_MISMATCH,high,"Risk 82.0 implies Critical, but row has High.",Physical Abuse,Ang kuya ko ay sinakal ako hanggang sa mawalan ako ng hininga sa likod ng bahay noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,High,82,P2
main,3640,PRIORITY_MISMATCH,high,"Risk 82.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kuya ko ay sinakal ako hanggang sa mawalan ako ng hininga sa likod ng bahay noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,High,82,P2
main,3642,RISK_LEVEL_MISMATCH,high,"Risk 98.0 implies Critical, but row has High.",Physical + Psychological Abuse,Ang step-father ng anak ko ay tinulak ako pababa mula sa ikalawang palapag sa kwarto ng mga bata kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,High,98,P2
main,3642,PRIORITY_MISMATCH,high,"Risk 98.0 implies First Priority (P1), but row has Second Priority (P2).",Physical + Psychological Abuse,Ang step-father ng anak ko ay tinulak ako pababa mula sa ikalawang palapag sa kwarto ng mga bata kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,High,98,P2
main,3647,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical + Psychological Abuse,Yung landlord naming nanghaharass ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada noong kasagsagan ng ulan dahil natalo siya sa sugal.,Critical,86,P1
