Incident_Type,Incident_Description,Language,Risk_Level,Incident_Risk_Percentage,Priority_Level,Children_Involved,Weapon_Mentioned,AI_Confidence_Score
Physical Abuse,"Sinakal niyaa akoo, may pasa sa leeg. Nakita ko sa kapitbahay narinig ang iyak ng mga bata.",Tagalog,Critical,96,P1,Yes,No,96
Physical Abuse,Kinulong niyaa akoo sa kwarto at hindi pinakain. may dugo sa ilong. Narinig ko sa kapitbahayy.,English,Critical,96,P1,No,Yes,98
Physical Abuse,Nakita ko sa kapitbahay ang sigawan. Nakita ko siya may may dugo sa ilong sa likod. Sinampl ako ng asawaa ko. Abuseee talaga ito.,English,Critical,95,P1,Yes,Yes,97
Sexual Abuse,Pinilittt niya ako kahit umiiyak na ako. Kapitbahay tumawag sa tanod tumawag sa barangay.,Tagalog,Critical,96,P1,No,Yes,99
Physical Abuse,Nakita ko sa kapitbahay ang sigawan. Nakita ko siya may nabalian ang paa sa binti. Sinampl akoo ng asawaa ko. Abuseee talaga ito.,English,Critical,94,P1,No,No,98
Physical Abuse,"Sinakal niyaa akoo, may pasa sa leeg. Nakita ko sa kapitbahay narinig ang iyak ng mga bata.",Tagalog,Critical,96,P1,No,Yes,98
Physical Abuse,Narinig ko sa kapitbahayy ang sigawan. Nakita ko siya may may dugo sa ilong sa tiyan. Sinampl ako ng asawaa ko. Abuseee talaga ito.,Tagalog,Critical,98,P1,No,No,96
Physical Abuse,"Tinulak niya ako pababa ng hagdan, maraming pasa. Kapitbahay tumawag sa tanod.",English,Critical,98,P1,No,No,97
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Kapitbahay tumawag sa tanod narinig ang iyak ng mga bata.",Tagalog,Critical,96,P1,Yes,No,96
Sexual Abuse,Pinilittt niya ako kahit umiiyak na ako. Nakita ko sa kapitbahay tumawag sa barangay.,English,Critical,99,P1,Yes,No,99
Physical Abuse,"Sinakal niyaa akoo, may pasa sa leeg. Kapitbahay tumawag sa tanod narinig ang iyak ng mga bata.",Tagalog,Critical,96,P1,Yes,No,96
Physical Abuse,Tinadyakan niyaa akoo sa tiyan habang galittttt. Narinig ko sa kapitbahayy.,Tagalog,Critical,98,P1,No,No,99
Physical + Psychological Abuse,Kinulong niyaa akoo sa kwarto at hindi pinakain. nawalan ng malay. Nakita ko sa kapitbahay.,Tagalog,Critical,97,P1,No,Yes,97
Physical Abuse,Nakita ko sa kapitbahay ang sigawan. Nakita ko siya may nawalan ng malay sa labi. Sinampl akoo ng asawaa ko. Abuseee talaga ito.,English,Critical,97,P1,Yes,No,98
Sexual Abuse,Pinilittt niyaa akoo kahit umiiyak na akoo. Nakita ko sa kapitbahay tumawag sa barangay.,Tagalog,Critical,94,P1,No,Yes,97
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Kapitbahay tumawag sa tanod narinig ang iyak ng mga bata.",Tagalog,Critical,99,P1,Yes,No,96
Physical Abuse,Narinig ko sa kapitbahayy ang sigawan. Nakita ko siya may nabalian ang paa sa labi. Sinampl ako ng asawaa ko. Abuseee talaga ito.,English,Critical,96,P1,Yes,No,97
Physical Abuse,Narinig ko sa kapitbahayy ang sigawan. Nakita ko siya may dinala sa ospital sa tiyan. Sinampl ako ng asawaa ko. Abuseee talaga ito.,Tagalog,Critical,96,P1,No,No,96
Physical Abuse,"Tinulak niyaa akoo pababa ng hagdan, nabalian ang paa. Kapitbahay tumawag sa tanod.",Tagalog,Critical,95,P1,Yes,Yes,97
Physical + Psychological Abuse,Kinulong niya ako sa kwarto at hindi pinakain. nawalan ng malay. Nakita ko sa kapitbahay.,English,Critical,95,P1,No,No,98
Sexual Abuse,Pinilittt niya ako kahit umiiyak na ako. Kapitbahay tumawag sa tanod tumawag sa barangay.,English,Critical,95,P1,No,No,99
Physical Abuse,Kinulong niya ako sa kwarto at hindi pinakain. may dugo sa ilong. Nakita ko sa kapitbahay.,English,Critical,98,P1,No,No,96
Physical Abuse,Kinuha niya lahat ng pera ko at sinabi na wala akong silbi. Nakita ko sa kapitbahay nakita ang pasa ko.,Tagalog,Critical,94,P1,No,Yes,96
Sexual Abuse,Pinilittt niyaa akoo kahit umiiyak na akoo. Narinig ko sa kapitbahayy tumawag sa barangay.,Tagalog,Critical,97,P1,Yes,Yes,96
Sexual Abuse,Pinilittt niya ako kahit umiiyak na ako. Nakita ko sa kapitbahay tumawag sa barangay.,English,Critical,95,P1,No,Yes,97
Sexual Abuse,Pinilittt niyaa akoo kahit umiiyak na akoo. Kapitbahay tumawag sa tanod tumawag sa barangay.,Tagalog,Critical,96,P1,No,No,99
Sexual Abuse,Pinilittt niya ako kahit umiiyak na ako. Kapitbahay tumawag sa tanod tumawag sa barangay.,English,Critical,97,P1,Yes,No,99
Physical Abuse,"Sinakal niyaa akoo, may pasa sa leeg. Narinig ko sa kapitbahayy narinig ang iyak ng mga bata.",English,Critical,98,P1,No,No,98
Physical Abuse,"Sinakal niyaa akoo, may pasa sa leeg. Narinig ko sa kapitbahayy narinig ang iyak ng mga bata.",English,Critical,97,P1,Yes,No,98
Physical Abuse,Narinig ko sa kapitbahayy ang sigawan. Nakita ko siya may dinala sa ospital sa labi. Sinampl ako ng asawaa ko. Abuseee talaga ito.,Tagalog,Critical,96,P1,Yes,No,99
Physical Abuse,Kapitbahay tumawag sa tanod ang sigawan. Nakita ko siya may nawalan ng malay sa mukha. Sinampl ako ng asawaa ko. Abuseee talaga ito.,Tagalog,Critical,96,P1,Yes,Yes,98
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Narinig ko sa kapitbahayy narinig ang iyak ng mga bata.",English,Critical,98,P1,No,No,97
Physical + Psychological Abuse,Kinulong niya ako sa kwarto at hindi pinakain. nawalan ng malay. Kapitbahay tumawag sa tanod.,English,Critical,99,P1,No,Yes,98
Physical Abuse,Kinuha niya lahat ng pera ko at sinabi na wala akong silbi. Kapitbahay tumawag sa tanod nakita ang pasa ko.,English,Critical,95,P1,Yes,No,98
Sexual Abuse,Pinilittt niya ako kahit umiiyak na ako. Nakita ko sa kapitbahay tumawag sa barangay.,English,Critical,98,P1,No,Yes,97
Sexual Abuse,Pinilittt niyaa akoo kahit umiiyak na akoo. Nakita ko sa kapitbahay tumawag sa barangay.,English,Critical,98,P1,No,Yes,96
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Narinig ko sa kapitbahayy narinig ang iyak ng mga bata.",Tagalog,Critical,96,P1,No,Yes,98
Physical Abuse,Tinadyakan niya ako sa tiyan habang galittt. Narinig ko sa kapitbahayy.,Tagalog,Critical,94,P1,Yes,Yes,96
Physical + Psychological Abuse,Kinulong niya ako sa kwarto at hindi pinakain. nawalan ng malay. Kapitbahay tumawag sa tanod.,English,Critical,97,P1,No,No,96
Physical Abuse,Tinadyakan niya ako sa tiyan habang galittt. Nakita ko sa kapitbahay.,Tagalog,Critical,96,P1,No,Yes,98
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Nakita ko sa kapitbahay narinig ang iyak ng mga bata.",Tagalog,Critical,98,P1,No,Yes,96
Physical + Psychological Abuse,Kinulong niyaa akoo sa kwarto at hindi pinakain. dinala sa ospital. Narinig ko sa kapitbahayy.,Tagalog,Critical,97,P1,Yes,No,96
Physical Abuse,Tinadyakan niya ako sa tiyan habang galittt. Narinig ko sa kapitbahayy.,Tagalog,Critical,98,P1,Yes,Yes,99
Physical + Psychological Abuse,Kinulong niya ako sa kwarto at hindi pinakain. nawalan ng malay. Nakita ko sa kapitbahay.,Tagalog,Critical,97,P1,Yes,No,98
Physical Abuse,"Tinulak niya ako pababa ng hagdan, nawalan ng malay. Nakita ko sa kapitbahay.",Tagalog,Critical,95,P1,No,No,99
Physical Abuse,"Sinakal niyaa akoo, may pasa sa leeg. Narinig ko sa kapitbahayy narinig ang iyak ng mga bata.",Tagalog,Critical,94,P1,Yes,Yes,96
Physical Abuse,Kinuha niyaa lahat ng pera ko at sinabi na wala akoong silbi. Narinig ko sa kapitbahayy nakita ang pasa ko.,Tagalog,Critical,97,P1,Yes,Yes,99
Physical Abuse,Kinuha niyaa lahat ng pera ko at sinabi na wala akoong silbi. Narinig ko sa kapitbahayy nakita ang pasa ko.,Tagalog,Critical,94,P1,Yes,No,96
Physical Abuse,Tinadyakan niyaa akoo sa tiyan habang galittttt. Kapitbahay tumawag sa tanod.,English,Critical,95,P1,No,Yes,99
Physical Abuse,Tinadyakan niyaa akoo sa tiyan habang galittttt. Kapitbahay tumawag sa tanod.,English,Critical,98,P1,No,Yes,98
Physical + Psychological Abuse,Kinulong niya ako sa kwarto at hindi pinakain. nabalian ang paa. Narinig ko sa kapitbahayy.,Tagalog,Critical,98,P1,Yes,No,98
Physical Abuse,Kinuha niya lahat ng pera ko at sinabi na wala akong silbi. Narinig ko sa kapitbahayy nakita ang pasa ko.,English,Critical,98,P1,No,Yes,96
Physical Abuse,"Tinulak niya ako pababa ng hagdan, nabalian ang paa. Kapitbahay tumawag sa tanod.",Tagalog,Critical,99,P1,Yes,No,98
Sexual Abuse,Pinilittt niya ako kahit umiiyak na ako. Narinig ko sa kapitbahayy tumawag sa barangay.,English,Critical,95,P1,Yes,Yes,99
Physical Abuse,Nakita ko sa kapitbahay ang sigawan. Nakita ko siya may maraming pasa sa braso. Sinampl akoo ng asawaa ko. Abuseee talaga ito.,English,Critical,96,P1,No,Yes,98
Physical Abuse,Kinulong niya ako sa kwarto at hindi pinakain. may dugo sa ilong. Kapitbahay tumawag sa tanod.,English,Critical,96,P1,Yes,Yes,98
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Kapitbahay tumawag sa tanod narinig ang iyak ng mga bata.",Tagalog,Critical,95,P1,Yes,Yes,96
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Narinig ko sa kapitbahayy narinig ang iyak ng mga bata.",Tagalog,Critical,99,P1,Yes,Yes,97
Physical Abuse,"Sinakal niya ako, may pasa sa leeg. Narinig ko sa kapitbahayy narinig ang iyak ng mga bata.",Tagalog,Critical,98,P1,Yes,Yes,99
Physical Abuse,"Sinakal niyaa akoo, may pasa sa leeg. Kapitbahay tumawag sa tanod narinig ang iyak ng mga bata.",Tagalog,Critical,94,P1,Yes,No,99
Physical Abuse,Narinig ko sa kapitbahayy ang sigawan. Nakita ko siya may nabalian ang paa sa ilong. Sinampl ako ng asawaa ko. Abuseee talaga ito.,English,Critical,98,P1,No,No,99
Physical Abuse,Kapitbahay tumawag sa tanod ang sigawan. Nakita ko siya may dinala sa ospital sa ilong. Sinampl akoo ng asawaa ko. Abuseee talaga ito.,English,Critical,97,P1,No,No,98
Physical Abuse,Kinuha niya lahat ng pera ko at sinabi na wala akong silbi. Kapitbahay tumawag sa tanod nakita ang pasa ko.,English,Critical,95,P1,No,No,99
Physical Abuse,Kinulong niyaa akoo sa kwarto at hindi pinakain. maraming pasa. Narinig ko sa kapitbahayy.,English,Critical,95,P1,No,No,97
Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa may hagdanan kaninang umaga bago pumasok kasi umiiyak ang bata at naingayan siya.,Tagalog,High,84,P2,Yes,No,88
Physical Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa kusina habang nagluluto kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,99,P1,No,No,86
Physical Abuse,Yung ex-live-in partner ko ay tinulak ako pababa mula sa ikalawang palapag sa garahe habang kumakain kami ng hapunan dahil natalo siya sa sugal.,Tagalog,Critical,86,P1,No,No,88
Psychological Abuse,Yung ex-live-in partner ko ay pinunit ang mga damit ko at pinalayas ako sa kwarto ng mga bata kahapon ng hapon kasi wala daw kaming maiulam.,Tagalog,High,82,P2,Yes,No,88
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay tinutukan ako ng tinidor at sinabing papatayin ako sa harap ng sari-sari store noong kasagsagan ng ulan kasi humingi ako ng pambili ng gamot.,Tagalog,High,84,P2,No,Yes,93
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa tapat ng kapitbahay kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,Critical,95,P1,Yes,No,88
Physical Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa loob ng banyo kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,82,P1,Yes,No,99
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa kusina habang nagluluto noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,77,P2,No,No,90
Physical Abuse,Yung tiyuhin naming nakikitira ay biglang hinampas ang ulo ko ng payong sa tapat ng kapitbahay noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,Critical,90,P1,No,Yes,99
Physical Abuse,Yung tiyuhin naming nakikitira ay biglang hinampas ang ulo ko ng bato sa may hagdanan kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,High,79,P2,No,Yes,94
Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa harap ng sari-sari store kahapon ng hapon kasi lasing na lasing siya.,Tagalog,Critical,90,P1,Yes,No,98
Physical + Psychological Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng kawali sa loob ng banyo kaninang umaga bago pumasok kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,88,P1,No,Yes,91
Physical Abuse,Ang lolo ng mga bata ay sinakal ako hanggang sa mawalan ako ng hininga sa garahe kagabi bago matulog dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,98,P2,Yes,No,88
Physical Abuse,Yung landlord naming nanghaharass ay tinulak ako pababa mula sa ikalawang palapag sa likod ng bahay noong nakaraang linggo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,92,P1,No,No,88
Physical + Psychological Abuse,Ang kinakasama ko ay sinakal ako hanggang sa mawalan ako ng hininga sa kwarto ng mga bata noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,76,P1,Yes,No,89
Physical + Psychological Abuse,Ang step-father ng anak ko ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,75,P1,Yes,No,97
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa tapat ng kapitbahay kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,94,P2,No,No,85
Physical Abuse,Ang step-father ng anak ko ay binato ako ng tinidor nang ubod ng lakas sa harap ng sari-sari store kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,97,P1,Yes,Yes,95
Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa loob ng banyo kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,High,88,P2,Yes,No,99
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng kutsara sa kusina habang nagluluto habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,Tagalog,Critical,75,P1,No,Yes,99
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay binato ako ng makapal na libro nang ubod ng lakas sa kwarto ng mga bata habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,Tagalog,High,97,P2,Yes,Yes,94
Economic Abuse,Ang kuya ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa garahe noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,89,P2,No,No,90
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store noong nakaraang linggo kasi wala daw kaming maiulam.,Tagalog,Critical,84,P1,No,No,96
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,High,94,P2,Yes,No,88
Elder Abuse,Yung ex-live-in partner ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,High,90,P2,Yes,No,91
Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa harap ng sari-sari store kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,91,P1,No,No,91
Physical Abuse,Ang step-father ng anak ko ay binato ako ng makapal na libro nang ubod ng lakas sa harap ng sari-sari store noong araw ng sweldo dahil natalo siya sa sugal.,Tagalog,High,98,P2,Yes,Yes,87
Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,80,P1,Yes,No,86
Physical + Psychological Abuse,Ang lolo ng mga bata ay binato ako ng makapal na libro nang ubod ng lakas sa may hagdanan noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,77,P1,Yes,Yes,95
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,High,98,P2,No,No,90
Physical + Psychological Abuse,Ang kuya ko ay binato ako ng kord ng kuryente nang ubod ng lakas sa kusina habang nagluluto kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,Tagalog,High,84,P2,No,Yes,89
Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kusina habang nagluluto noong nakaraang linggo kasi lasing na lasing siya.,Tagalog,High,78,P2,No,No,98
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa loob ng banyo kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,Tagalog,High,84,P2,Yes,No,88
Physical Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng payong sa gitna ng kalsada kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,Tagalog,Critical,95,P1,No,Yes,87
Physical Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng bakal na tubo sa likod ng bahay kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,83,P1,No,Yes,97
Psychological Abuse,Ang lolo ng mga bata ay pinunit ang mga damit ko at pinalayas ako sa likod ng bahay kahapon ng hapon dahil natalo siya sa sugal.,Tagalog,Critical,85,P1,Yes,No,89
Physical Abuse,Ang kinakasama ko ay sinakal ako hanggang sa mawalan ako ng hininga sa gitna ng kalsada kagabi bago matulog kasi umiiyak ang bata at naingayan siya.,Tagalog,High,80,P2,Yes,No,87
Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,77,P1,Yes,No,98
Physical Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa may hagdanan kagabi bago matulog dahil sa hinala niyang may iba ako.,Tagalog,High,90,P2,No,No,93
Physical Abuse,Ang kuya ko ay tinulak ako pababa mula sa ikalawang palapag sa loob ng banyo kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,High,89,P2,Yes,No,90
Physical Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng plantsa sa harap ng sari-sari store kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,91,P1,No,Yes,90
Elder Abuse,Ang biyenan kong malupit ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa harap ng sari-sari store kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Tagalog,Critical,91,P1,No,No,89
Physical + Psychological Abuse,Ang biyenan kong malupit ay biglang hinampas ang ulo ko ng tinidor sa likod ng bahay noong kasagsagan ng ulan dahil sa hinala niyang may iba ako.,Tagalog,Critical,96,P1,No,Yes,87
Physical + Psychological Abuse,Ang biyenan kong malupit ay tinutukan ako ng walis tambo at sinabing papatayin ako sa tapat ng kapitbahay noong araw ng sweldo kasi lasing na lasing siya.,Tagalog,Critical,75,P1,No,Yes,90
Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto kaninang alas-tres ng madaling araw dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,79,P2,No,No,89
Neglect / Acts of Omission,Yung ex-live-in partner ko ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,84,P2,Yes,No,89
Elder Abuse,Yung ex-live-in partner ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa loob ng banyo kaninang umaga bago pumasok kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,92,P1,No,No,91
Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,96,P2,Yes,No,91
Neglect / Acts of Omission,Ang lolo ng mga bata ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,98,P1,Yes,No,95
Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa garahe kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,High,87,P2,No,No,89
Neglect / Acts of Omission,Ang lolo ng mga bata ay ikinulong ang mga bata sa madilim na bodega sa harap ng sari-sari store kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,Critical,87,P1,Yes,No,88
Physical Abuse,Ang biyenan kong malupit ay tinutukan ako ng martilyo at sinabing papatayin ako sa may hagdanan kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Tagalog,High,89,P2,No,Yes,85
Economic Abuse,Yung landlord naming nanghaharass ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,High,79,P2,No,No,89
Physical + Psychological Abuse,Ang step-father ng anak ko ay binato ako ng kord ng kuryente nang ubod ng lakas sa garahe noong araw ng sweldo kasi wala daw kaming maiulam.,Tagalog,High,87,P2,Yes,Yes,88
Physical + Psychological Abuse,Ang step-father ng anak ko ay tinutukan ako ng payong at sinabing papatayin ako sa tapat ng kapitbahay kagabi bago matulog dahil natalo siya sa sugal.,Tagalog,Critical,97,P1,Yes,Yes,96
Physical Abuse,Yung ex-live-in partner ko ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,90,P2,No,No,95
Physical + Psychological Abuse,Ang biyenan kong malupit ay binato ako ng basag na bote nang ubod ng lakas sa likod ng bahay noong araw ng sweldo kasi lasing na lasing siya.,Tagalog,Critical,76,P1,No,Yes,89
Physical Abuse,Ang kuya ko ay binato ako ng kord ng kuryente nang ubod ng lakas sa harap ng sari-sari store kaninang umaga bago pumasok kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,88,P1,No,Yes,90
Psychological Abuse,Yung tiyuhin naming nakikitira ay pinunit ang mga damit ko at pinalayas ako sa kwarto ng mga bata kahapon ng hapon kasi wala daw kaming maiulam.,Tagalog,High,98,P2,Yes,No,95
Neglect / Acts of Omission,Ang kinakasama ko ay ikinulong ang mga bata sa madilim na bodega sa kusina habang nagluluto kagabi bago matulog dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,98,P2,Yes,No,92
Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,87,P1,No,No,97
Neglect / Acts of Omission,Yung tiyuhin naming nakikitira ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata noong kasagsagan ng ulan dahil natalo siya sa sugal.,Tagalog,High,92,P2,Yes,No,92
Physical + Psychological Abuse,Ang kuya ko ay binato ako ng bato nang ubod ng lakas sa harap ng sari-sari store kagabi bago matulog dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,78,P1,No,Yes,87
Neglect / Acts of Omission,Yung ex-live-in partner ko ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata kagabi bago matulog dahil natalo siya sa sugal.,Tagalog,Critical,75,P1,Yes,No,94
Psychological Abuse,Yung tiyuhin naming nakikitira ay pinunit ang mga damit ko at pinalayas ako sa garahe noong araw ng sweldo dahil natalo siya sa sugal.,Tagalog,High,82,P2,No,No,87
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa harap ng sari-sari store kagabi bago matulog kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,86,P1,Yes,No,89
Physical + Psychological Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,90,P2,No,No,87
Physical Abuse,Ang step-father ng anak ko ay tinulak ako pababa mula sa ikalawang palapag sa garahe noong araw ng sweldo kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,97,P1,Yes,No,92
Physical + Psychological Abuse,Yung ex-live-in partner ko ay biglang hinampas ang ulo ko ng kutsara sa kwarto ng mga bata noong araw ng sweldo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,78,P1,Yes,Yes,88
Neglect / Acts of Omission,Yung ex-live-in partner ko ay ikinulong ang mga bata sa madilim na bodega sa garahe noong araw ng sweldo kasi lasing na lasing siya.,Tagalog,High,99,P2,Yes,No,98
Psychological Abuse,Yung ex-live-in partner ko ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,High,93,P2,No,No,97
Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo noong kasagsagan ng ulan kasi wala daw kaming maiulam.,Tagalog,Critical,81,P1,No,No,89
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,96,P1,Yes,No,96
Physical + Psychological Abuse,Ang kuya ko ay binato ako ng kawali nang ubod ng lakas sa kwarto ng mga bata kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,88,P1,Yes,Yes,89
Physical + Psychological Abuse,Ang kinakasama ko ay biglang hinampas ang ulo ko ng basag na bote sa kusina habang nagluluto kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,91,P2,No,Yes,98
Psychological Abuse,Yung landlord naming nanghaharass ay pinunit ang mga damit ko at pinalayas ako sa tapat ng kapitbahay kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Tagalog,High,95,P2,No,No,94
